PoliceDepartment,UserID,user.mentioned,UserName,created_at,description,friend_count,follower_count,tff,tff_range,comention.public,comention.mention,no_mentions_inTweet,area,fav_retweet,UserLocation,PDLocation,MentionedUser.LocationTag,UserRole
NYPDnews,2372221230,nypd66pct,NYPD 66th Precinct,03-04-2014 17:53,"Captain Kenneth Quick, Commanding Officer. The official Twitter of the 66th Precinct. User policy: https://t.co/SceZgFsLAv",479,3999,8.35,2->10,0,1,1,AC,115,"5822 16th avenue, brooklyn, ny",new york city,Non-Local,Police
NYPDnews,2372224094,nypd67pct,NYPD 67th Precinct,03-04-2014 17:54,"InspectoråÊJoseph Gulotta,åÊCommandingåÊOfficer. TheåÊofficialåÊTwitteråÊofåÊtheåÊ67thåÊPrecinct. UseråÊpolicy:åÊhttps://t.co/SceZgFsLAv",620,5500,8.87,2->10,1,1,1,APC,82,"2820 snyder avenue, brooklyn",new york city,Non-Local,Not Identified
NYPDnews,2372226198,nypd70pct,NYPD 70th Precinct,03-04-2014 17:58,"Captain James R. Palumbo, Commanding Officer. The official Twitter of the 70th Precinct. User policy: https://t.co/SceZgFsLAv",172,4406,25.62,>10,1,1,1,APC,66,"154 lawrence avenue, brooklyn",new york city,Non-Local,Police
NYPDnews,2372228598,nypd72pct,NYPD 72nd Precinct,03-04-2014 18:01,"Captain Emmanuel Gonzalez,
CommandingåÊOfficer. TheåÊofficialåÊTwitteråÊofåÊtheåÊ72ndåÊPrecinct. User policy: https://t.co/SceZgFsLAv",520,4198,8.07,2->10,1,1,2,APC,71,"830 4th avenue, brooklyn, ny",new york city,Non-Local,Police
NYPDnews,2372501918,nypd78pct,NYPD 78th Precinct,03-04-2014 21:44,"Deputy Inspector Frank DiGiacomo, Commanding Officer. The official Twitter of the 78th Precinct. User policy: https://t.co/SceZgFsLAv",6052,7223,1.19,1->2,1,1,1,APC,247,"65 6th avenue, brooklyn",new york city,Non-Local,Police
NYPDnews,2372663528,nypd77pct,NYPD 77th Precinct,03-04-2014 22:32,"Inspector Eddie Lott, Commanding Officer. The official Twitter of the 77th Precinct. User policy: https://t.co/SceZgFsLAv",77,3329,43.23,>10,1,1,1,APC,63,"127 utica avenue, brooklyn, ny",new york city,Non-Local,Police
NYPDnews,2372720023,nypd88pct,NYPD 88th Precinct,03-04-2014 22:48,"Captain John A. Buttacavoli, Commanding Officer. The official Twitter of the 88th Precinct. User policy: https://t.co/SceZgFsLAv",397,3803,9.58,2->10,1,1,2,APC,25,"298 classon avenue, brooklyn",new york city,Non-Local,Police
NYPDnews,2374079065,nypd113pct,NYPD 113th Precinct,03-05-2014 17:07,"Deputy Inspector Frederick Grover, Commanding Officer. The official Twitter of the 113th Precinct. User policy: http://t.co/viqEt1mM7w",283,3702,13.08,>10,1,1,1,APC,57,167-02 baisley blvd jamaica ny,new york city,Non-Local,Police
NYPDnews,2374081531,nypd104pct,NYPD 104th Precinct,03-05-2014 17:09,"Captain Mark Wachter, Commanding Officer. The official Twitter of the 104th Precinct. User policy: https://t.co/SceZgFsLAv",228,3986,17.48,>10,1,1,1,APC,47,"64-2 catalpa ave., queens, ny",new york city,Non-Local,Police
NYPDnews,2374137654,nypd109pct,NYPD 109th Precinct,03-05-2014 17:58,"Deputy InspectoråÊThomasåÊJ.åÊConforti,
CommandingåÊOfficer. TheåÊofficialåÊTwitteråÊofåÊtheåÊ109thåÊPrecinct.
UseråÊpolicy:åÊhttp://t.co/viqEt1mM7w",465,5963,12.82,>10,1,1,4,APC,16,"37-05 union street, flushing",new york city,Non-Local,Police
NYPDnews,2374138884,nypd110pct,NYPD 110th Precinct,03-05-2014 17:59,"Deputy Inspector Christopher Manson, Commanding Officer. The official Twitter of the 110th Precinct. User policy: https://t.co/SceZgFsLAv",275,5836,21.22,>10,1,1,2,APC,14,"94-41 43rd ave., elmhurst, ny",new york city,Non-Local,Police
NYPDnews,2374145329,nypd108pct,NYPD 108th Precinct,03-05-2014 17:57,"Captain John Travaglia, Commanding Officer. The official Twitter of the 108th Precinct. User policy: https://t.co/SceZgFsLAv",752,4443,5.91,2->10,1,1,3,APC,9,"5-47 50th ave., lic",new york city,Non-Local,Police
NYPDnews,2374150320,nypd122pct,NYPD 122nd Precinct,03-05-2014 18:08,"Deputy Inspector Ebony Washington, Commanding Officer. The official Twitter of the 122nd Precinct User policy: https://t.co/SceZgFsLAv",256,4743,18.53,>10,0,1,1,AC,29,"2320 hylan blvd, staten island",new york city,Non-Local,Police
NYPDnews,2374150435,nypd112pct,NYPD 112th Precinct,03-05-2014 18:01,"Deputy Inspector Judith Harrison,  Commanding Officer. The official Twitter of the 112th Precinct. User policy: http://t.co/SceZgFsLAv",327,6505,19.89,>10,0,1,2,AC,56,"68-40 austin st, forest hills",new york city,Non-Local,Police
NYPDnews,2374155547,nypd121pct,NYPD 121st Precinct,03-05-2014 18:05,"Captain Matthew Harrington, Commanding Officer. The official Twitter of the 121st Precinct. User policy: https://t.co/SceZgFsLAv",166,4346,26.18,>10,0,1,1,AC,82,"970 richmond avenue, si",new york city,Non-Local,Police
sppdPIO,2374243554,nypd123pct,NYPD 123rd Precinct,03-05-2014 19:30,"Captain Kenneth Noonan, Commanding Officer. The official Twitter of the 123rd Precinct. User policy: https://t.co/SceZgFsLAv",883,4456,5.05,2->10,0,1,1,AC,10,"116 main street, tottenville","st. paul, mn",Non-Local,Police
SpokanePD,2374286618,goodnewscops,Good News About Cops,03-05-2014 20:09,"Photographer. Dog lover. Founder of @K9SNW. Unabashedly pro-LE. Sharing everyday good deeds and accomplishments by our men, women, and K9s in law enforcement.",7272,13726,1.89,1->2,1,1,2,APC,2,,"spokane, wa",Missing,Other Sectors
NYPDnews,2383864862,nypdpsa7,NYPD Housing PSA 7,03-11-2014 15:13,"Captain Jerry O'Sullivan, Commanding Officer. The official Twitter of the Police Service Area# 7. User policy: http://t.co/SceZgFsLAv",693,3998,5.77,2->10,1,1,1,APC,208,"737 melrose avenue, bronx",new york city,Non-Local,Police
PortlandPolice,2446473318,ltrobwurpes,Lt. Robert Wurpes,4/16/2014 3:32,"Clackamas County Sheriff 4th Shift Watch Commander, Dive team, Marine, Reserve, and Medical manager. Posts about daily operations. City of Damascus Police Chief",400,846,2.12,2->10,1,1,1,APC,23,clackamas county oregon,"portland, oregon",Local,Police
NYPDnews,2460371845,buczeklilleague,Buczek Little League,4/23/2014 21:33,"NYPD Police Officer Michael J. Buczek Little League- Building Major League Citizens, One Game At A Time in Manhattan's WaHi neighborhood.  E.O.W. 10/18/88",438,389,0.89,<1,1,1,2,APC,61,http://buczeklittleleague.com/,new york city,Non-Local,Police
PortlandPolice,2491561290,nypdpaws,NYPDPaws,05-12-2014 15:00,"Sergeant Michael Murphy, Commanding Officer. The Official Twitter of the NYPD Animal Cruelty Investigation Squad (ACIS). User policy: https://t.co/SceZgFsLAv",372,3731,10.03,>10,1,1,2,APC,247,new york city,"portland, oregon",Non-Local,Police
NYPDnews,2586249666,nypddetectives,Chief Robert Boyce,6/24/2014 19:54,"NYPD Chief of Detectives. 
 Account not monitored 24/7 - use 911 and 311",296,7575,25.59,>10,1,1,1,APC,17,new york city,new york city,Local,Police
SpokanePD,2592135974,scsok9,Spokane County K9s,6/27/2014 23:44,Friends of Spokane County K9s. Not an agency page. Run by community volunteers.,224,1334,5.96,2->10,1,1,3,APC,2,"spokane, wa","spokane, wa",Local,Other Sectors
CLEpolice,2680191416,clewpc,Cleveland WPC,7/25/2014 18:26,City of Cleveland Sewer Maintenance Division and Stormwater Manager,340,363,1.07,1->2,1,1,2,APC,2,"cleveland, ohio","cleveland, oh",Local,Other Sectors
SFPD,2696624611,sfpdingleside,SFPDInglesideStation,7/31/2014 20:56,Official Twitter of the San Francisco Police Department Ingleside Station-Media Policy http://t.co/Nnf4xnN6Z3 Call 911 for emergencies Tweets not monitored 24/7,185,1129,6.1,2->10,1,1,2,APC,1,"san francisco, ca","san francisco, ca",Local,Police
SpokanePD,2733200336,k9snw,K9 Support NW,8/15/2014 0:16,"501(c)(3) nonprofit raising funds to purchase dogs, vests, training and equipment for police K9 units in Washington, Idaho and Montana.",137,468,3.42,2->10,1,1,3,APC,3,"spokane, wa","spokane, wa",Local,Police
SFPD,2792248836,nopdnews,NOPD,09-05-2014 16:37,Official Twitter of the New Orleans Police Department. Call 911 for emergencies. Account not monitored 24/7. Media inquiries: nopdpio@nola.gov,675,6385,9.46,2->10,0,1,2,AC,80,"new orleans, la","san francisco, ca",Non-Local,Police
NYPDnews,2795809854,nypdltrain,NYPD L Train,09-07-2014 12:21,"The Official Twitter of the NYPD Transit Bureau, dedicated to @NYCTSubway #L line. User policy: http://t.co/3HwBdyJ9cN",626,3465,5.54,2->10,1,1,1,APC,35,"manhattan and brooklyn, nyc",new york city,Non-Local,Police
NYPDnews,2826399295,nypdhighway,NYPD Highway,9/22/2014 13:17,Official account of the NYPD Highway District. User policy: https://t.co/SceZgFsLAv,257,10796,42.01,>10,1,1,1,APC,63,new york city,new york city,Local,Police
NYPDnews,2862787737,nypdspecialops,NYPD Special Ops,11-05-2014 16:56,"Chief Harry J. Wedin, NYPD Chief of Special Operations Division. Account not monitored 24/7 - use 911 and 311. User policy: http://t.co/GHQqdm3zsx",43,12981,301.88,>10,1,1,4,APC,453,,new york city,Missing,Police
NYPDnews,2884353550,nypdsvu,NYPD Special Victims,11/19/2014 16:56,"Deputy Chief Michael Osgood, Commanding Officer of the NYPD Special Victims Division. User policy: http://t.co/viqEt1mM7w",215,3576,16.63,>10,1,1,1,APC,108,"new york, ny",new york city,Local,Police
SFPD,2941088702,sfpdcares,SFPDCares,12/23/2014 18:57,Call 911 to report emergencies. Tweets not monitored 24/7. Social Media Policy & Public Records Request: https://t.co/Nnf4xnN6Z3,6813,9143,1.34,1->2,0,1,3,AC,29,"san francisco, ca.","san francisco, ca",Local,Police
oaklandpoliceca,2958967387,911_iitlod,Injured on Duty,01-04-2015 23:35,"Our organiztion is dedicated to helping LE Officers and First Responders injured on duty, who have suffered career ending injuries whether physical or PTSD.",762,698,0.92,<1,1,1,2,APC,22,u.s,"oakland, ca",Non-Local,Not Identified
SFPD,3146548404,gosfpal,goSFPAL,04-09-2015 20:56,San Francisco Police Activities League has been serving SF's youth since 1959. Bringing Kids and Cops together in a healthy  environment is the goal.,158,84,0.53,<1,1,1,1,APC,6,"san francisco, ca","san francisco, ca",Local,Not Identified
SFPD,3198497918,officermanfredi,Officer Manfredi,5/17/2015 3:58,Call 911 to report emergencies. Tweets not monitored 24/7. Social Media Policy & Public Records Request: https://t.co/f661QR1zh1,1016,1428,1.41,1->2,1,1,3,APC,6,"san francisco, ca","san francisco, ca",Local,Police
